nome_produto;preco_atual;descricao;cor;tamanhos_disponiveis;objetivo;url_site;url_imagem;loja;categoria;genero_destinado
Nike Tênis Nike Air Force 1 07 Masculino;799.99;Tênis Nike Air Force 1 07 Masculino Características O Tênis Nike Air Force 1 07 Masculino é um clássico atemporal que nunca sai de moda. Confeccionado em material resistente e durável, possui um design icônico que combina estilo e conforto em um só produto. Seu cabedal em couro premium garante uma sensação de luxo aos pés, enquanto a entressola com tecnologia Nike Air proporciona amortecimento e suporte a cada passo. Versatilidade Com sua cor e design versátil, o Tênis Nike Air Force 1 07 Masculino é perfeito para compor diversos looks, do casual ao mais despojado. Ideal para o dia a dia ou para ocasiões especiais, este tênis se adapta a diferentes estilos e preferências, garantindo sempre um visual moderno e cheio de personalidade. Invista em um clássico que nunca sai de moda e esteja sempre pronto para arrasar por onde passar!;Não informado;Não informado;Casual / Dia a Dia;https://www.artwalk.com.br/tenis-nike-air-force-1-07-masculino-fj414-6-001/p;https://artwalk.vtexassets.com/arquivos/ids/571496-300-375?v=638705582298670000&width=300&height=375&aspect=true;Artwalk;Tênis;Masculino
Nike Tênis Nike Air Force 1 07 Masculino;599.99;Tênis Nike Air Force 1 ´07 Ess Masculino Branco Características Se você procura um tênis que une conforto, durabilidade e estilo, o Nike Air Force 1 ´07 Ess é a escolha perfeita para você. Feito com material de alta qualidade, que contribui para o conforto ao caminhar e para a durabilidade do produto, este tênis é ideal para quem busca um calçado que vai durar por muito tempo. Além disso, a cor Branco traz um toque de elegância e versatilidade, combinando facilmente com diferentes estilos e cores de roupa. Versatilidade O Tênis Nike Air Force 1 ´07 Ess Masculino Branco é extremamente versátil e pode ser usado em diversas ocasiões. Seja para um passeio casual no parque, um encontro com os amigos ou até mesmo para um evento mais descontraído, este tênis se encaixa perfeitamente em qualquer situação. Ele também é ideal para quem segue o estilo , que une moda e conforto de forma despojada e moderna. Com o Nike Air Force 1 ´07 Ess, você estará sempre estiloso e confortável em todas as ocasiões.;Branco;Não informado;Casual / Passeio;https://www.artwalk.com.br/tenis-nike-air-force-1--07-ess-masculino-fj414-6-105/p;https://artwalk.vtexassets.com/arquivos/ids/563081-300-375?v=638658223708370000&width=300&height=375&aspect=true;Artwalk;Tênis;Masculino
Nike Tênis Nike Air Max W 1 ´87 Ncps Feminino;649.99;O Tênis Nike Air Max W 1 ´87 Ncps Feminino é a escolha perfeita para quem quer unir estilo e conforto. Com um design clássico, ele é feito com materiais de alta qualidade, como o couro e a malha, que garantem durabilidade e respirabilidade aos seus pés. Além disso, a tecnologia Air Max proporciona amortecimento e suporte a cada passo. Com esse tênis, você vai arrasar no look e ainda se sentir superconfortável o dia todo. Não perca tempo e garanta já o seu!;Não informado;Não informado;Estilo;https://www.artwalk.com.br/tenis-nike-air-max-w-1--87-ncps-feminino-fz359-8-299/p;https://artwalk.vtexassets.com/arquivos/ids/515321-300-375?v=638497348239600000&width=300&height=375&aspect=true;Artwalk;Tênis;Feminino
Jordan Tênis Jordan Spizike Low Masculino;1299.99;Tênis Jordan Spizike Low Masculino Branco Características O Tênis Jordan Spizike Low Masculino na cor Branco é uma combinação perfeita de estilo e conforto. Feito de material sintético, esse tênis oferece durabilidade e resistência, garantindo que você possa usá-lo por muito tempo sem se preocupar com desgastes. Além disso, o material sintético contribui para o conforto dos pés, proporcionando uma sensação agradável durante o uso. A cor Branco traz um toque de elegância e versatilidade ao calçado, permitindo que ele seja facilmente combinado com diferentes estilos de roupa, desde um look mais esportivo até um visual mais urbano e despojado. Versatilidade Com o Tênis Jordan Spizike Low Masculino Branco, você tem em mãos um calçado versátil que pode ser usado em diversas ocasiões. Seja para praticar esportes, sair com os amigos ou até mesmo para um passeio casual, esse tênis é a escolha perfeita. Sua versatilidade permite que você esteja sempre na moda, combinando conforto e estilo em um só produto. Com o Tênis Jordan Spizike Low Masculino Branco, você estará pronto para arrasar em qualquer momento do seu dia a dia.;Branco;Não informado;Esportivo / Casual;https://www.artwalk.com.br/tenis-jordan-spizike-low-masculino-fq175-9-102/p;https://artwalk.vtexassets.com/arquivos/ids/571868-300-375?v=638726307352830000&width=300&height=375&aspect=true;Artwalk;Tênis;Masculino
Jordan Tênis Jordan Spizike Low Masculino;1299.99;Tênis Jordan Spizike Low Masculino Branco Características Prepare-se para arrasar com o Tênis Jordan Spizike Low Masculino, feito com materiais de alta qualidade que garantem durabilidade e estilo. O cabedal em material resistente proporciona conforto e suporte durante o uso, enquanto a entressola macia oferece amortecimento responsivo a cada passo. O design moderno e arrojado do modelo vai te destacar em qualquer ocasião. Versatilidade Com a cor branca, esse tênis se torna um item curinga no guarda-roupa masculino, combinando com diversas peças de roupa e estilos. Seja para um look mais casual com jeans e camiseta ou para um visual urbano com bermuda e camisa, o Tênis Jordan Spizike Low vai agregar estilo e personalidade ao seu visual. Experimente e sinta a diferença de ter um calçado que une qualidade, conforto e design em um só produto.;Branco;Não informado;Casual / Urbano;https://www.artwalk.com.br/tenis-jordan-spizike-low-masculino-fq175-9-140/p;https://artwalk.vtexassets.com/arquivos/ids/576678-300-375?v=638809286466100000&width=300&height=375&aspect=true;Artwalk;Tênis;Masculino
Jordan Tênis Air Jordan 1 Low Se Bg Gs Infantil;599.99;Tênis Air Jordan 1 Low Se Bg Gs Infantil Características Se você procura um tênis estiloso, confortável e cheio de personalidade, acabou de encontrar! O Tênis Air Jordan 1 Low Se Bg Gs Infantil é a escolha perfeita para os pequenos que querem se destacar no estilo. Confeccionado com materiais de alta qualidade, este tênis é sinônimo de durabilidade e resistência, perfeito para acompanhar as aventuras do dia a dia das crianças. Versatilidade Com um design moderno e sofisticado, este tênis combina com diversos looks, desde os mais casuais até os mais descolados. A cor torna fácil de combinar com qualquer roupa, garantindo praticidade e estilo em um único produto. Os pequenos vão adorar calçar o Tênis Air Jordan 1 Low Se Bg Gs Infantil e se sentir como verdadeiros astros do streetwear. Não perca a chance de garantir esse modelo incrível para os pequenos fashionistas!;Não informado;Não informado;Dia a Dia / Estilo;https://www.artwalk.com.br/tenis-air-jordan-1-low-se-bg-gs-infantil-fq738-0-400/p;https://artwalk.vtexassets.com/arquivos/ids/514048-300-375?v=638493991836330000&width=300&height=375&aspect=true;Artwalk;Tênis;Infantil
Nike Tênis Nike Air Force 1 GS Infantil;499.99;Tênis Nike Air Force 1 GS Infantil Branco Características O Tênis Nike Air Force 1 GS Infantil Branco é feito de material de alta qualidade, proporcionando conforto e segurança para as crianças. O design e a durabilidade do calçado garantem que os pequenos possam se movimentar com liberdade e estilo. A cor Branco é perfeita para transmitir leveza e pureza, combinando facilmente com diferentes looks. Versatilidade Com o Tênis Nike Air Force 1 GS Infantil Branco, as crianças estarão sempre prontas para qualquer ocasião. Seja para brincar no parque ou dar um passeio em família, este calçado é a escolha ideal. Além de confortáveis, os tênis Nike são conhecidos pela sua versatilidade, tornando-os perfeitos para acompanhar os pequenos em todas as aventuras do dia a dia.;Branco;Não informado;Dia a Dia / Passeio;https://www.artwalk.com.br/tenis-nike-air-force-1-bg-gs-infantil-fv594-8-104/p;https://artwalk.vtexassets.com/arquivos/ids/556535-300-375?v=638635778245030000&width=300&height=375&aspect=true;Artwalk;Tênis;Infantil
Nike Tênis Nike Air Force 1 GS Infantil;499.99;Tênis Nike Air Force 1 GS Infantil Branco Características Feito de material resistente, o Tênis Nike Air Force 1 GS Infantil Branco combina durabilidade com estilo urbano, garantindo um visual moderno e descolado. A cor Branco adiciona um toque de versatilidade ao calçado, tornando-o fácil de combinar com diversos looks. Versatilidade Perfeito para os pequenos amantes do streetwear, este tênis é ideal para diferentes ocasiões, seja para um passeio no parque ou para um dia na escola. Seu design clássico e atemporal faz com que seja uma escolha versátil e cheia de personalidade.;Branco;Não informado;Passeio / Urbano;https://www.artwalk.com.br/tenis-nike-air-force-1-gs-infantil-fv594-8-100/p;https://artwalk.vtexassets.com/arquivos/ids/564844-300-375?v=638665828783730000&width=300&height=375&aspect=true;Artwalk;Tênis;Infantil
Nike Tênis Nike Air Force 1 GS Infantil;499.99;Tênis Nike Air Force 1 GS Infantil Branco Características Se você é ligado em moda street, o Tênis Nike Air Force 1 GS Infantil é a pedida certa! Feito de Couro (NãO Animal), esse tênis garante durabilidade e um estilo incrível para você arrasar por aí. A cor Branco adiciona um toque de modernidade e versatilidade ao seu visual, combinando perfeitamente com as tendências urbanas atuais. Versatilidade Este tênis não é apenas mais um na sua coleção, ele é O tênis! Com design clássico e atemporal, o Nike Air Force 1 GS Infantil pode ser usado em diversas situações, desde um rolê descontraído com os amigos até um evento mais descolado. Se joga nessa vibe street e deixe seu estilo falar por você com esse calçado versátil e estiloso!;Branco;Não informado;Estilo / Moda;https://www.artwalk.com.br/tenis-nike-air-force-1-gs-infantil-fv594-8-113/p;https://artwalk.vtexassets.com/arquivos/ids/561454-300-375?v=638653106474870000&width=300&height=375&aspect=true;Artwalk;Tênis;Infantil
Nike Tênis Nike Air Force 1 GS Infantil;499.99;Tênis Nike Air Force 1 Gs Infantil Características Seu pequeno vai arrasar com o Tênis Nike Air Force 1 Gs Infantil! Este modelo icônico da Nike é confeccionado em material resistente e durável, garantindo conforto e estilo para as brincadeiras do dia a dia. Com um design moderno e detalhes únicos, este tênis é o complemento perfeito para o visual dos pequenos fashionistas. Versatilidade Disponível na cor clássica, este tênis combina com diferentes looks e ocasiões, desde um passeio no parque até uma festa de aniversário. Seu design atemporal e versátil permite que ele seja usado em diversas combinações, tornando-o um item indispensável no guarda-roupa dos pequenos. Além disso, a qualidade e o conforto da marca Nike garantem que seu filho possa aproveitar cada momento com estilo e segurança.;Não informado;Não informado;Dia a Dia / Passeio;https://www.artwalk.com.br/tenis-nike-air-force-1-bg-gs-infantil-fv594-8-102/p;https://artwalk.vtexassets.com/arquivos/ids/536056-300-375?v=638569115452070000&width=300&height=375&aspect=true;Artwalk;Tênis;Infantil
Nike Tênis Nike Air Force 1 Le Infantil;699.99;Tênis Nike Air Force 1 Le GS Infantil Branco Características Este Tênis Nike Air Force 1 Le GS Infantil na cor Branco é feito com um material resistente que oferece durabilidade e estilo urbano. Seu design clássico e clean destaca a versatilidade da cor Branco, perfeito para combinar com diversas peças do guarda-roupa. Versatilidade Com seu visual icônico, este tênis é ideal para diferentes ocasiões no estilo streetwear. Seja para um passeio no shopping, uma tarde no parque ou até mesmo para curtir um show, este Nike Air Force 1 Le GS Infantil vai te acompanhar com muito estilo e conforto.;Branco;Não informado;Passeio / Urbano;https://www.artwalk.com.br/tenis-air-force-1-le-bg-gs-infantil-fv595-1-111/p;https://artwalk.vtexassets.com/arquivos/ids/475407-300-375?v=638411188812870000&width=300&height=375&aspect=true;Artwalk;Tênis;Infantil
Nike Tênis Nike Air Force 1 GS Infantil;699.99;Tenis Nike Air Force 1 Bg Gs I Características O Tênis Nike Air Force 1 Bg Gs I é o modelo perfeito para quem busca estilo e conforto em um só produto. Feito com materiais de alta qualidade, possui um design moderno e inovador que vai te deixar ainda mais estiloso(a) por aí. Versatilidade Com sua cor neutra e versátil, o Tenis Nike Air Force 1 Bg Gs I é ideal para compor diversos looks, seja para o dia a dia ou para ocasiões mais especiais. Além disso, sua confecção em materiais resistentes garante durabilidade e conforto durante todo o seu uso. Não perca a oportunidade de ter esse calçado incrível em sua coleção!;Não informado;Não informado;Dia a Dia / Estilo;https://www.artwalk.com.br/tenis-nike-air-force-1-gs-infantil-fv594-8-120/p;https://artwalk.vtexassets.com/arquivos/ids/573687-300-375?v=638754175426900000&width=300&height=375&aspect=true;Artwalk;Tênis;Infantil
Nike Tênis Nike Air Force 1 GS Infantil;699.99;Tênis Nike Air Force 1 GS Infantil Cinza Características O Tênis Nike Air Force 1 GS Infantil na cor Cinza é o calçado perfeito para os pequenos que buscam estilo e conforto. Feito com material de alta qualidade, o tênis combina couro e tecido para garantir durabilidade e flexibilidade. O couro proporciona resistência e suporte, enquanto o tecido permite a respirabilidade dos pés, mantendo-os frescos e confortáveis durante todo o dia. Além disso, a cor Cinza é versátil e combina facilmente com diferentes looks, do mais casual ao mais descolado, adicionando um toque moderno e urbano ao visual. Versatilidade Com seu design icônico e acabamento impecável, o Tênis Nike Air Force 1 GS Infantil é uma escolha versátil para as crianças em diversas ocasiões. Seja para um dia de passeio no parque, uma festa de aniversário ou até mesmo para ir à escola, este tênis se adapta facilmente a diferentes estilos e situações. Sua versatilidade permite que os pequenos estejam confortáveis e estilosos ao mesmo tempo, sem abrir mão do bom gosto e da qualidade que só a Nike pode oferecer.;Cinza;Não informado;Casual / Passeio;https://www.artwalk.com.br/tenis-nike-air-force-1-gs-infantil-fv594-8-004/p;https://artwalk.vtexassets.com/arquivos/ids/572939-300-375?v=638743622280900000&width=300&height=375&aspect=true;Artwalk;Tênis;Infantil
Nike Tênis Nike Air Force 1 GS Infantil;699.99;Tênis Nike Air Force 1 GS Infantil Cinza Aqui está o par de tênis que seu pequeno fashionista não vai querer tirar dos pés! O Tênis Nike Air Force 1 GS Infantil Cinza é a opção perfeita para adicionar um toque de estilo ao guarda-roupa da criançada. Características Este tênis é feito de Material Sintético, garantindo durabilidade e resistência, mesmo nas mãos (ou melhor, nos pés) dos pequenos mais ativos. A cor cinza dá um toque de elegância e versatilidade, tornando este tênis a escolha perfeita para qualquer ocasião. Mas não é só a aparência que impressiona. O Tênis Nike Air Force 1 GS Infantil Cinza também é confortável! Ele é confeccionado em um tecido que é respirável e macio, garantindo conforto durante todo o dia, seja na escola, no parquinho ou em uma festa de aniversário. Versatilidade O cinza é a nova cor neutra e este tênis é a prova disso. Ele vai bem com tudo! Combine com jeans, shorts, saias, vestidos... as possibilidades são infinitas. Para um look casual, combine com jeans e uma camiseta. Para uma ocasião mais especial, experimente com um vestido ou um conjunto de saia e blusa. E quando falamos de versatilidade, não estamos falando apenas de estilo. Este tênis é feito para durar. O Material Sintético é resistente e fácil de limpar, então não se preocupe se eles decidirem pular em algumas poças no caminho para casa. Então, o que você está esperando? Adicione o Tênis Nike Air Force 1 GS Infantil Cinza ao carrinho e dê ao seu pequeno a chance de brilhar!;Cinza;Não informado;Casual / Estilo;https://www.artwalk.com.br/tenis-nike-air-force-1-gs-infantil-fv594-8-007/p;https://artwalk.vtexassets.com/arquivos/ids/576158-300-375?v=638796436280770000&width=300&height=375&aspect=true;Artwalk;Tênis;Infantil
Vans Tênis Vans Knu Old Skool Unissex;599.99;Tênis Vans Ua Knu Old Skool Unissex Azul Características Este Tênis Vans Ua Knu Old Skool Unissex na cor Azul é o equilíbrio perfeito entre estilo e conforto para os pequenos. Seu material de alta qualidade proporciona conforto e segurança, permitindo que as crianças brinquem e se movimentem livremente. A cor Azul é vibrante e alegre, ideal para os pequenos se destacarem com muito estilo. Versatilidade Com o Tênis Vans Ua Knu Old Skool Unissex Azul, as mães podem contar com um calçado versátil que se adequa a diferentes ocasiões. Seja para brincar no parque, passear no shopping ou até mesmo em eventos especiais, este tênis é a escolha certa. Garanta já conforto e estilo para os pequenos com esse modelo incrível da Vans.;Azul;Não informado;Estilo;https://www.artwalk.com.br/tenis-vans-ua-knu-old-skool-9qcnw-d-400/p;https://artwalk.vtexassets.com/arquivos/ids/474381-300-375?v=638761911776370000&width=300&height=375&aspect=true;Artwalk;Tênis;Unissex
adidas Tênis adidas Gazelle Bold Infantil;699.99;Tênis adidas Gazelle Bold Infantil Preto Características O Tênis adidas Gazelle Bold Infantil na cor Preto é a escolha perfeita para os pequenos que adoram estilo e conforto. Confeccionado em material resistente e de alta qualidade, esse tênis garante durabilidade e conforto durante todo o dia de brincadeiras. O material utilizado proporciona um ajuste perfeito aos pés das crianças, garantindo que possam se movimentar livremente sem abrir mão do suporte necessário. Além disso, o design clássico e atemporal do modelo Gazelle Bold da adidas adiciona um toque de estilo único ao visual dos pequenos. A cor Preto, por sua vez, é versátil e fácil de combinar, permitindo que o tênis seja usado com diferentes looks e estilos. Versatilidade Com o Tênis adidas Gazelle Bold Infantil Preto, a versatilidade está garantida. Seja para um dia de passeio no parque, um encontro com os amigos ou até mesmo para um look mais despojado no dia a dia, esse tênis é a escolha certa. Sua versatilidade permite que seja combinado tanto com peças esportivas quanto com peças mais casuais, criando diferentes composições e possibilitando que os pequenos estejam sempre confortáveis e estilosos em qualquer ocasião.;Preto;Não informado;Dia a Dia / Passeio;https://www.artwalk.com.br/tenis-adidas-gazelle-bold-w-feminino-hq691-2-001/p;https://artwalk.vtexassets.com/arquivos/ids/530674-300-375?v=638544035116600000&width=300&height=375&aspect=true;Artwalk;Tênis;Infantil
adidas Tênis adidas Gazelle Feminino;399.99;Tênis adidas Gazelle Feminino Bege Características O Tênis adidas Gazelle Feminino Bege é confeccionado em material sintético de alta qualidade, proporcionando conforto e durabilidade incomparáveis. Além disso, o design clássico e elegante do modelo Gazelle da adidas garante um estilo atemporal. A cor Bege traz uma versatilidade incrível, permitindo combinações com diversos looks, do mais casual ao mais sofisticado. Seja para um passeio no parque ou um evento mais formal, este tênis é a escolha perfeita para quem busca conforto e estilo em um só produto. Versatilidade Com seu design versátil, o Tênis adidas Gazelle Feminino Bege é ideal para compor diferentes looks, desde os mais esportivos até os mais despojados. A tendência , que mescla peças esportivas com itens do dia a dia, encontra no Gazelle o parceiro perfeito. Seja para um dia agitado na cidade ou para relaxar no final de semana, este tênis se adapta a todas as ocasiões, garantindo um visual moderno e cheio de personalidade.;Bege;Não informado;Casual / Dia a Dia;https://www.artwalk.com.br/tenis-adidas-gazelle-feminino-ie044-2-200/p;https://artwalk.vtexassets.com/arquivos/ids/481220-300-375?v=638452397681730000&width=300&height=375&aspect=true;Artwalk;Tênis;Feminino
adidas Tênis Adidas Samba Og c Infantil;399.99;Tênis Adidas Samba Og c Infantil Branco Características O Tênis Adidas Samba Og c Infantil na cor Branco é construído com materiais de alta qualidade, garantindo conforto, durabilidade e estilo. O material proporciona uma sensação acolhedora aos pés, mantendo-os confortáveis durante todo o dia. Além disso, a durabilidade do material garante que seu pequeno possa brincar e se movimentar sem preocupações. O design clássico do Samba Og em Branco adiciona um toque de elegância e sofisticação, combinando facilmente com diferentes estilos de roupa. Versatilidade Este Tênis Adidas Samba Og c Infantil é perfeito para acompanhar os pequenos em diversas ocasiões. Seja para um passeio no parque, uma festa de aniversário ou até mesmo para um dia na escola, este calçado é versátil e estiloso. Seu designpermite que seja combinado tanto com peças esportivas quanto com roupas casuais, proporcionando um visual moderno e descolado. Com o Tênis Adidas Samba Og c Infantil Branco, seu pequeno estará sempre confortável e na moda.;Branco;Não informado;Passeio / Estilo;https://www.artwalk.com.br/tenis-adidas-samba-og-ps-infantil-ie367-7-100/p;https://artwalk.vtexassets.com/arquivos/ids/558857-300-375?v=638646229069530000&width=300&height=375&aspect=true;Artwalk;Tênis;Infantil
adidas Tênis Adidas Samba Og El Infantil;349.99;Tênis Adidas Samba Og El Infantil Branco Características O Tênis Adidas Samba Og El Infantil Branco é confeccionado em material resistente que proporciona conforto e durabilidade ao usuário. Além disso, o design clássico e icônico do modelo Samba traz um estilo único e atemporal para o calçado. A cor Branco adiciona um toque de elegância e versatilidade, permitindo combinações com diferentes looks e estilos, do mais casual ao mais esportivo. Versatilidade Com seu design versátil e confortável, o Tênis Adidas Samba Og El Infantil Branco é perfeito para diversas ocasiões. Seja para um dia na escola, um passeio com os amigos ou até mesmo para praticar esportes, esse tênis se encaixa perfeitamente em diferentes momentos do dia a dia. Sua versatilidade permite que seja combinado com peças casuais ou esportivas, garantindo um visual moderno e despojado em qualquer situação.;Branco;Não informado;Esportivo / Casual;https://www.artwalk.com.br/tenis-adidas-samba-og-el-td-infantil-ie367-9-100/p;https://artwalk.vtexassets.com/arquivos/ids/558864-300-375?v=638646772040430000&width=300&height=375&aspect=true;Artwalk;Tênis;Infantil
adidas Tênis adidas Humanrace Samba;499.99;O Tênis Adidas Humanrace Samba é a combinação perfeita de estilo e conforto. Feito com materiais de alta qualidade, proporciona um ajuste perfeito aos seus pés. Com um design descolado e moderno, esse tênis é perfeito para quem busca um visual único e cheio de personalidade. Seja para uma festa ou para o dia a dia, o Adidas Humanrace Samba é a escolha certa para quem quer se destacar.;Não informado;Não informado;Dia a Dia / Estilo;https://www.artwalk.com.br/tenis-adidas-humanrace-samba-id312-7-100/p;https://artwalk.vtexassets.com/arquivos/ids/467806-300-375?v=638355927795900000&width=300&height=375&aspect=true;Artwalk;Tênis;Unissex
Puma Tênis Puma Avanti Fenty L Unissex;849.99;Tênis Puma Avanti Fenty L Unissex Azul Características O Tênis Puma Avanti Fenty L Unissex Azul é confeccionado com materiais de alta qualidade, proporcionando conforto e durabilidade excepcionais. O material utilizado garante uma sensação agradável ao caminhar, além de conferir resistência ao calçado, tornando-o ideal para o dia a dia. O design moderno e a cor Azul acrescentam um toque de estilo único ao visual, permitindo combinações versáteis e cheias de personalidade. Seja para um look casual ou mais despojado, este tênis é a escolha perfeita para quem busca conforto e elegância em um só produto. Versatilidade Com seu design versátil e moderno, o Tênis Puma Avanti Fenty L Unissex Azul é ideal para diversas ocasiões. Desde um passeio no parque até um encontro com os amigos, este calçado se destaca pela Sua versatilidade, combinando perfeitamente com peças esportivas e casuais. Seja para um look descontraído ou mais fashionista, este tênis é a escolha certa para quem deseja aliar conforto e estilo em um único produto.;Azul;Não informado;Casual / Dia a Dia;https://www.artwalk.com.br/tenis-puma-avanti-fenty-l-unissex-39835-2-003/p;https://artwalk.vtexassets.com/arquivos/ids/561532-300-375?v=638654755915470000&width=300&height=375&aspect=true;Artwalk;Tênis;Unissex
Puma Tênis Puma Palermo Lth Unissex;509.99;Tênis Puma Palermo Lth Unissex Branco Características O Tênis Puma Palermo Lth Unissex na cor Branco é confeccionado em material de alta qualidade, proporcionando conforto e durabilidade. O couro utilizado no calçado oferece resistência e flexibilidade, moldando-se perfeitamente aos pés. Além disso, o design em Branco traz uma elegância atemporal, combinando com diversos looks e estilos. Seja para um visual mais esportivo ou casual, este tênis é uma escolha versátil que agrega estilo e sofisticação. Versatilidade Com um design versátil, o Tênis Puma Palermo Lth Unissex Branco pode ser usado em diversas ocasiões, desde atividades esportivas até passeios urbanos. Sua versatilidade permite combinar o tênis com peças esportivas e casuais, criando looks modernos e despojados. Seja para um dia agitado na cidade ou para uma caminhada descontraída, este tênis é a escolha perfeita para quem busca conforto e estilo em um único calçado.;Branco;Não informado;Caminhada / Esportivo;https://www.artwalk.com.br/tenis-puma-palermo-lth-39646-4-001/p;https://artwalk.vtexassets.com/arquivos/ids/465461-300-375?v=638349816796230000&width=300&height=375&aspect=true;Artwalk;Tênis;Unissex
Puma Tênis Puma Palermo Lth Unissex;509.99;Tênis Puma Palermo Lth Unissex Branco Características O Tênis Puma Palermo Lth Unissex Branco é confeccionado em material de alta qualidade, proporcionando conforto e durabilidade excepcionais. O couro utilizado no calçado garante uma sensação agradável ao toque e uma aparência elegante, elevando o estilo do produto. Além disso, a cor Branco adiciona um toque de versatilidade, permitindo combinações com diversos looks e estilos. Seja para um visual mais casual ou até mesmo para um look mais sofisticado, este tênis se destaca pela sua capacidade de se adaptar a diferentes ocasiões. Versatilidade Com um design moderno e clean, o Tênis Puma Palermo Lth Unissex Branco é perfeito para ser utilizado em diversas situações. Sua versatilidade no estilo permite que seja combinado tanto com peças esportivas quanto com roupas do dia a dia, proporcionando um visual despojado e estiloso. Seja para um passeio no parque, um encontro com amigos ou até mesmo para um dia de trabalho mais descontraído, este tênis é a escolha ideal para quem busca conforto e elegância em um único produto.;Branco;Não informado;Casual / Dia a Dia;https://www.artwalk.com.br/tenis-puma-palermo-lth-39646-4-003/p;https://artwalk.vtexassets.com/arquivos/ids/465473-300-375?v=638349816837830000&width=300&height=375&aspect=true;Artwalk;Tênis;Unissex
Puma Tênis Puma Palermo Feminino;549.99;Tênis Puma Palermo Feminino Branco Características Este Tênis Puma Palermo Feminino Branco é sinônimo de durabilidade e estilo urbano. Seu material de alta qualidade garante resistência e conforto, enquanto a cor branca adiciona um toque de versatilidade ao seu visual. Versatilidade Com o Tênis Puma Palermo Feminino Branco, você estará pronta para arrasar em diversas ocasiões no estilo streetwear. Combine com jeans, saias ou vestidos para um look moderno e cheio de atitude.;Branco;Não informado;Urbano / Estilo;https://www.artwalk.com.br/tenis-puma-palermo-lth-wns-feminino-39764-7-003/p;https://artwalk.vtexassets.com/arquivos/ids/467760-300-375?v=638355927619670000&width=300&height=375&aspect=true;Artwalk;Tênis;Feminino
Puma Tênis Puma Palermo Feminino;549.99;O Tênis Puma Palermo Feminino na cor branca é a escolha clássica que combina com tudo. Feito com material sintético e camurça de alta qualidade, garante um visual elegante e um conforto duradouro. O branco puro adiciona um toque de frescor ao seu guarda-roupa, enquanto os detalhes sutis e a construção robusta asseguram que você esteja sempre no topo do estilo e da funcionalidade. A sola de borracha proporciona excelente tração e a palmilha acolchoada garante conforto o dia todo. Ideal para qualquer ocasião, este tênis é a peça-chave que faltava no seu estilo, trazendo um ar de sofisticação e simplicidade a cada passo.;Branco;Não informado;Estilo;https://www.artwalk.com.br/tenis-puma-palermo-lth-wns-feminino-39764-7-001/p;https://artwalk.vtexassets.com/arquivos/ids/465511-300-375?v=638349816992770000&width=300&height=375&aspect=true;Artwalk;Tênis;Feminino
Puma Tênis Puma Palermo Lth Unissex;399.99;O Tênis Puma Palermo Lth Unissex é a escolha perfeita para quem busca estilo e conforto em um só produto. Feito com material de couro de alta qualidade, ele garante durabilidade e resistência para acompanhar você em todas as suas aventuras. Além disso, seu design moderno e descolado é ideal para compor looks incríveis e cheios de personalidade. Com o Tênis Puma Palermo Lth Feminino, você vai arrasar por onde passar!;Não informado;Não informado;Estilo;https://www.artwalk.com.br/tenis-puma-palermo-lth-unissex-39646-4-004/p;https://artwalk.vtexassets.com/arquivos/ids/515097-300-375?v=638495827033270000&width=300&height=375&aspect=true;Artwalk;Tênis;Unissex
Nike Tênis Nike Air Max 1 Masculino;599.99;O Tênis Nike Air Max 1 Masculino é a escolha certa para quem busca um visual autêntico e cheio de atitude. Feito com material sintético de alta qualidade, ele oferece durabilidade e um design robusto. A sola de borracha proporciona excelente tração e aderência, enquanto a unidade Air Max garante um conforto incrível. Com detalhes únicos e um ajuste perfeito, esse tênis é ideal para compor looks casuais e descolados, garantindo estilo e conforto em todos os momentos. Seja para o dia a dia ou para aquele evento especial, o Air Max 1 é a escolha certa para você.;Não informado;Não informado;Dia a Dia / Estilo;https://www.artwalk.com.br/tenis-nike-air-max-1-masculino-fq804-8-133/p;https://artwalk.vtexassets.com/arquivos/ids/474055-300-375?v=638385038467500000&width=300&height=375&aspect=true;Artwalk;Tênis;Masculino
Jordan Tênis Jordan Zion 3 Masculino;609.99;O Tênis Jordan Zion 3 Masculino é a escolha perfeita para os caras que curtem um estilo descolado e cheio de atitude. Feito com materiais de alta qualidade, esse tênis vai te acompanhar em todas as aventuras urbanas. Além disso, o design único e moderno, vai te deixar pronto para arrasar em qualquer lugar. Seja para uma festa, um rolê com os amigos ou até mesmo para o dia a dia, o Tênis Jordan Mud Masculino é a escolha certa para quem quer se destacar com muito estilo.;Não informado;Não informado;Dia a Dia / Estilo;https://www.artwalk.com.br/tenis-jordan-mud-masculino-dr067-5-106/p;https://artwalk.vtexassets.com/arquivos/ids/474005-300-375?v=638735850132000000&width=300&height=375&aspect=true;Artwalk;Tênis;Masculino
